Pipeline,Stage,SF_SPD,SF_EOD,SF_AOD,SD_ERD,Acc,F1
adult1,LabelEncoder,-0.0025960700948279847,0.024173551476472238,0.01691235103035098,-0.014522400892242493,0.030000000000000027,0.10999999999999999
